sentence;label
When an applicant demonstrates compliance with all conditions for issuance, except that it impacts a minimum flow or level waterbody, the applicant can apply for a permit if they provide a Net Benefit to the impacted MFL waterbody.;1
This document constitutes the final report from ATC-WAKE WP 1000 that addresses Operational 1s, Operational Concept and Procedures, User 1s and System 1s for an ATC system integrating wake vortex prediction and detection capabilities.;0
Complex attributes to be excluded from the response.;undecidable
If the UE Radio Capability IE is contained in the UE INFORMATION TRANSFER message, the eNB shall store this information in the UE context, and use it as specified in TS 23.401 [11].;1
The mission shall support file-based operations (TBC).;1
Configure the ESD simulator to use the contact discharge mode.;1
This field contains the Channel Identification (CID).;0
These reports shall be submitted per the Contracts Data 1s List (CDRL).;1
The Host shall begin scanning for advertising packets and should continue for a minimum of TGAP(gen_disc_scan_min) when scanning on the LE 1M PHY and TGAP(gen_disc_scan_min_coded) when scanning on the LE Coded PHY.;1
Usually, if the test sample does well in an accelerated test, it will perform well in a similar type environment.;0
Periodic checks shall be performed to assure that an any overload condition.;undecidable
This approach will allow having a rapid impact on the market, in the spirit of the European Economic Recovery Plan 2010-2013 (PPP in Research Areas) [1].;0
For such a case of operation with overlapping frequency arrangements in the same geographical area, special co-location 1s may apply that are not covered by the 3GPP specifications.;0
For use on knots and resinous portions of woodwork.;undecidable
Use of untried, developmental components has repeatedly shown failure mechanisms and problems already addressed in the preferred components listed in table 1501-II.;0
Test and analysis shall be performed to verify compliance with the flammability 1s of NASA-STD-6016 where the material is not in the existing M;undecidable
This document presents the evaluation of a specified structural test (e.g. static, sine, random, shock, acoustic, fatigue.).;0
The exception stated in Article 5(3) was necessary when the ADQ IR [RD 1] was drafted because the Digital NOTAM concept was still in development.;0
If the attributes with the requested type within the handle range have attribute values with different lengths, then multiple Read By Type Requests must be made.;1
Moreover, the use of e-mails and newsgroups proved to be useful for keeping some trace of the evolution.;0
No part may be reproduced except as authorized by written permission.;0
However, teamwork does inspect and expect statements of multiplicity.;0
Repeat for each frequency identified in the approved test procedure.;1
The Gateway shall be on-orbit refuelable for both Xenon and Hydrazine propellants.;1
For Phase 1, the most stringent 1 is for ACL/ACM, so will start the allocation process with a TD95 = 8.;undecidable
A strength and stability demonstration shall be performed by analysis and test.;1
The Gateway shall transport data required for vehicle operations.;1
Once an SDP client has a service record handle, it can request the values of specific attributes.;1
Business Rules: In case of multi-pack, indicates the net content of the total trade item.;undecidable
After step a) the UE shall access the network, or shall make no access attempt, in accordance with table 5-3.;1
In all instances, the numerical values for voltage, temperature, current, capacity, resistance, and pres- sure should be recorded when required instead of only indicating PASS or FAIL against a range of values provided by the test plan.;1
The Service Provider publishes the new event to the Service Consumer.;1
CRITICALITY ignore TYPE UE-X2AP-ID-Extension PRESENCE optional }| { ID id-E-RABs-DataForwardingAddress-List CRITICALITY ignore TYPE E-RABs-DataForwardingAddress-List PRESENCE mandatory}, .;undecidable
